feature,frekuensi,sentiment
ago essence,1,positive
ago gathering,1,negative
ago just,1,negative
ago pop,1,negative
ago rap,1,negative
ago since,1,negative
ago slow,1,positive
agonizing,1,positive
agonizing catch,1,positive
agony,1,positive
agony making,1,positive
agreeably,1,positive
agreeably startling,1,positive
agreed,1,negative
agreed produce,1,negative
aground,1,negative
aground snared,1,negative
ah,3,negative
ah,1,positive
ah na,1,positive
ah nuldis,1,negative
ah yes,2,negative
ahead,1,negative
ahead,6,positive
ahead chooses,1,positive
ahead paint,1,positive
ahead pursuers,1,positive
ahead resist,1,positive
ahead standards,1,positive
ahead thriller,1,negative
ahem,1,positive
ahem hope,1,positive
ahola,2,negative
ahola lacks,1,negative
ahola wooden,1,negative
aid,1,negative
aid made,1,negative
aided,1,positive
aided cast,1,positive
aids,2,negative
aids subtext,1,negative
aids yet,1,negative
aiello,1,negative
aiello days,1,negative
ailments,1,negative
ailments dearth,1,negative
aim,1,negative
aim,1,positive
aim contemporary,1,positive
aim film,1,negative
aimed,2,negative
aimed,4,positive
aimed boomer,1,negative
aimed kids,1,positive
aimed mainly,1,positive
aimed mom,1,negative
aimed specifically,1,positive
aimed youth,1,positive
aiming,1,negative
aiming certainly,1,negative
aimless,4,negative
aimless,1,positive
aimless arduous,1,negative
aimless hodgepodge,1,negative
aimless much,1,negative
aimless old,1,negative
aimless story,1,positive
aimlessly,3,negative
aimlessly ill,1,negative
aimlessly minutes,1,negative
aimlessly unsuccessfully,1,negative
aimlessness,1,positive
aimlessness thatis,1,positive
aims,5,negative
aims,2,positive
aims confuse,1,negative
aims extension,1,positive
aims funny,1,positive
aims low,1,negative
aims poetry,1,negative
aims present,1,negative
aims toilet,1,negative
air,8,negative
air,12,positive
air balanced,1,positive
air conditioning,2,negative
air conditioning,1,positive
air decadent,1,positive
air deficit,1,negative
air dignity,1,positive
air exuberance,1,positive
air eyre,1,positive
air gator,1,positive
air gentle,1,positive
air on,1,negative
air on,1,positive
air onscreen,1,negative
air sleaziness,1,negative
air stands,1,positive
air surprisingly,1,negative
aircraft,1,negative
aircraft carrier,1,negative
airless,2,negative
airless,1,positive
airless cinematic,1,positive
airless movie,1,negative
airless prepackaged,1,negative
airs,2,negative
airs hal,1,negative
airs just,1,negative
airy,1,positive
airy cinematic,1,positive
ais,2,negative
ais doris,1,negative
ais exploitation,1,negative
aisleis,1,negative
aisleis walker,1,negative
aisles,1,positive
aisles bathroom,1,positive
akin,2,negative
akin comparing,1,negative
akin readeris,1,negative
al,2,negative
al reno,1,negative
al time,1,negative
alabama,4,negative
alabama,3,positive
alabama certainly,1,negative
alabama manages,1,positive
alabama nice,1,positive
alabama not_funny,2,negative
alabama not_going,1,positive
aladdin,1,positive
alagna,2,positive
alagna lover,1,positive
alan,2,positive
alan fellow,1,positive
alan warner,1,positive
alarms,1,positive
alarms duvallis,1,positive
alas,3,negative
alas,1,positive
alas collapses,1,negative
alas getting,1,negative
alas man,1,positive
alas not_woody,1,negative
albeit,3,positive
albeit half,1,positive
albeit sometimes,1,positive
albeit visually,1,positive
album,2,negative
album,1,positive
album food,1,positive
album photos,1,negative
albumis,1,positive
albumis songs,1,positive
alcatraz,1,negative
alcatraz cinematic,1,negative
aldrich,1,negative
aldrich thereis,1,negative
aleck,2,positive
aleck film,1,positive
aleck movie,1,positive
alert,4,positive
alert not_amused,1,positive
alert street,1,positive
alert thirteen,1,positive
alexander,2,positive
alexander payne,1,positive
alexander payneis,1,positive
alexandre,2,positive
alexandre desplatis,1,positive
alexandre dumas,1,positive
alfonso,1,positive
alfonso cuaron,1,positive
alfred,2,negative
alfred,1,positive
alfred hitchcock,1,negative
alfred hitchcockis,1,negative
alfred hitchcockis,1,positive
ali,1,negative
ali macgrawis,1,negative
alias,1,positive
alias betty,1,positive
alice,2,positive
alice wonderland,1,positive
aliceis,1,positive
aliceis adventure,1,positive
alien,1,negative
alien,2,positive
alien creature,1,positive
alien deckhand,1,positive
alien friend,1,positive
alien pictures,1,negative
alienate,1,negative
alienate mainstream,1,negative
alienated,1,positive
alienated executive,1,positive
alienating,2,negative
alienating involving,1,negative
alienating most,1,negative
alienation,3,negative
alienation,2,positive
alienation among,1,negative
alienation fuels,1,positive
alienation perfect,1,negative
alienation really,1,negative
aliens,1,negative
aliens,3,positive
aliens come,1,positive
aliens every,1,positive
aliens laser,1,negative
aliens super,1,positive
alike,2,negative
alike,2,positive
alike eight,1,negative
alike go,1,positive
alive,6,negative
alive,6,positive
alive admirable,1,positive
alive fire,1,negative
alive kicking,1,positive
alive poor,1,negative
alive quite,1,positive
alive seems,1,positive
alive situation,1,negative
alive switches,1,negative
alive witness,1,negative
all,191,negative
all,181,positive
all accumulated,1,negative
all actors,1,negative
all actors,2,positive
all add,1,positive
all ages,6,positive
all agonizing,1,positive
all all,5,positive
all ambitious,1,positive
all amiss,1,positive
all amounts,1,negative
all anakin,1,positive
all annals,1,negative
all around,2,negative
all around,2,positive
all arty,1,negative
all aspects,1,negative
all aspects,1,positive
all assigned,1,negative
all audiences,2,positive
all awkward,1,negative
all backstage,1,positive
all bad,1,negative
all barely,1,negative
all benjamins,1,negative
all benjamins,1,positive
all best,1,positive
all big,1,negative
all bite,1,negative
all blanket,1,negative
all bluster,1,negative
all bluster,1,positive
all boobs,1,positive
all boozy,1,negative
all boring,1,negative
all botches,1,positive
all brilliant,1,negative
all brooding,1,positive
all brown,1,positive
all byzantine,1,negative
all characters,1,negative
all characters,2,positive
all charm,1,positive
all chases,1,positive
all cinematic,1,positive
all clear,1,negative
all clever,1,negative
all closed,1,negative
all collaborators,1,positive
all comedy,1,negative
all comes,1,negative
all comes,1,positive
all comic,1,negative
all complexity,1,negative
all condition,1,positive
all credibility,1,negative
all cylinders,1,negative
all day,1,negative
all deanis,1,negative
all decommissioned,1,negative
all demographically,1,positive
all difference,1,positive
all direct,1,negative
all directoris,1,negative
all dolorous,1,positive
all done,1,negative
all dramatic,1,negative
all dysfunctional,1,positive
all earmarks,1,positive
all easy,1,negative
all effective,1,negative
all egoyanis,1,positive
all elements,1,negative
all emotional,2,negative
all end,1,negative
all end,1,positive
all enjoyable,1,positive
all enveloping,1,positive
all eroticism,1,negative
all eve,1,negative
all even,2,negative
all evident,1,negative
all excess,1,positive
all excesses,1,negative
all excited,1,negative
all exoticism,1,negative
all expectation,1,positive
all fairness,1,positive
all familiar,4,negative
all familiar,2,positive
all famous,1,positive
all far,1,negative
all fears,7,negative
all fears,1,positive
all film,1,negative
all filmmakers,2,negative
all films,1,positive
all five,1,positive
all flaws,1,positive
all formulaic,1,negative
all four,1,positive
all french,1,positive
all fun,1,positive
all fundamentals,1,negative
all funny,1,negative
all fuss,1,positive
all fusty,1,negative
all garcia,1,positive
all generosity,1,positive
all gimmicks,1,negative
all give,2,negative
all give,1,positive
all goes,1,positive
all gradually,1,positive
all great,2,positive
all greek,1,negative
all guaranteed,1,positive
all halfhearted,1,negative
all hallmarks,1,negative
all halloweenis,1,negative
all happened,1,positive
all heart,1,negative
all hearts,1,positive
all hollywood,1,positive
all hope,1,negative
all human,2,positive
all hype,1,positive
all important,1,negative
all inclusive,1,negative
all individuality,1,negative
all insights,1,negative
all interesting,2,negative
all interesting,1,positive
all intrigue,1,positive
all involved,1,positive
all irrelevant,1,negative
all jazz,1,negative
all jokes,1,negative
all lack,1,negative
all leather,1,positive
all left,1,negative
all levels,1,negative
all life,1,positive
all lily,1,negative
all lily,1,positive
all literally,1,negative
all little,1,positive
all longing,1,positive
all looks,1,negative
all lose,1,positive
all loss,1,negative
all love,1,positive
all loved,1,positive
all luck,1,negative
all malarkey,1,negative
all male,1,negative
all manner,2,negative
all map,2,negative
all marks,1,positive
all mateys,1,positive
all matters,1,positive
all means,2,positive
all memorable,1,positive
all menace,1,negative
all mixed,1,negative
all modern,1,positive
all mood,1,negative
all moodiness,1,positive
all moral,1,negative
all more,2,negative
all more,4,positive
all mounting,1,positive
all movie,1,negative
all movieis,1,negative
all movieis,1,positive
all movies,1,negative
all naughty,1,positive
all need,1,positive
all night,1,negative
all not_sometimes,1,negative
all not_stand,1,positive
all odds,2,positive
all on,1,positive
all one,2,positive
all orleanis,1,positive
all outward,1,negative
all painfully,1,negative
all performances,2,positive
all pieces,1,positive
