sentiment,comment,preprocessed
positive,"Even if you don't know the band or the album's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the st Century .",even NOT_know band albumis songs heart enjoy seeing evolve also learn good deal state music business st century
positive,The solid filmmaking and convincing characters makes this a high water mark for this genre .,solid filmmaking convincing characters makes high water mark genre
positive,"Films about loss , grief and recovery are pretty valuable these days .",films loss grief recovery pretty valuable days
positive,"Seen in that light , Moonlight Mile should strike a nerve in many .",seen light moonlight mile strike nerve many
positive,"It's endlessly inventive , consistently intelligent and sickeningly savage .",endlessly inventive consistently intelligent sickeningly savage
positive,It is definitely worth seeing .,definitely worth seeing
positive,An impeccable study in perversity .,impeccable study perversity
positive,"Far From Heaven is a dazzling conceptual feat , but more than that , it's a work of enthralling drama .",far heaven dazzling conceptual feat more work enthralling drama
positive,"A movie that both thrills the eye and , in its over-the-top way , touches the heart .",movie thrills eye top way touches heart
positive,"Stuffed to the brim with ideas , American instigator Michael Moore's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .",stuffed brim ideas american instigator michael mooreis film rambling examination american gun culture uses usual modus operandi crucifixion juxtaposition
positive,"Affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .",affectionately reminds us language huge stuff life usually traced back little things
positive,"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .",large frame imax camera lends beautifully filming teeming life on reefs making gorgeous film must everyone junior scientists grown up fish lovers
positive,A story about intelligent high school students that deals with first love sweetly but also seriously .,story intelligent high school students deals first love sweetly also seriously
positive,It is also beautifully acted .,also beautifully acted
positive,"It's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",technically superb film shining all usual spielberg flair expertly utilizing talents top notch creative team
positive,"Wilco fans will have a great time , and the movie should win the band a few new converts , too .",wilco fans great time movie win band few new converts
positive,"Tsai has a well-deserved reputation as one of the cinema world's great visual stylists , and in this film , every shot enhances the excellent performances .",tsai well deserved reputation one cinema worldis great visual stylists film every shot enhances excellent performances
positive,"The fact is that the screen is most alive when it seems most likely that Broomfield's interviewees , or even himself , will not be for much longer .",fact screen most alive seems most likely broomfieldis interviewees even NOT_much longer
